customer_id,total_orders,lifetime_value,last_order_date,avg_rating,churn_risk
CUST0339,5,34962.8,2024-06-23,4.2,Stable
CUST0839,7,21961.0,2024-03-18,3.29,Stable
CUST0898,4,6982.55,2024-02-26,4.25,Stable
CUST0040,3,8792.2,2023-06-30,4.33,At Risk
CUST0014,4,17061.75,2024-05-07,4.0,Stable
CUST1011,11,47372.25,2024-05-14,3.64,Loyal
CUST0286,7,16792.65,2024-04-04,4.0,Stable
CUST0540,7,32420.6,2024-06-15,3.57,Stable
CUST0121,8,14500.05,2024-02-19,3.63,Loyal
CUST1200,15,56373.25,2024-03-28,3.4,Loyal
CUST1073,6,32712.25,2024-03-04,3.67,Stable
CUST0033,5,17931.7,2023-11-23,4.6,Stable
CUST0025,13,57114.15,2024-03-31,3.85,Loyal
CUST0235,11,26751.55,2024-06-22,4.18,Loyal
CUST0633,10,69105.1,2024-04-17,3.9,Loyal
CUST0829,4,15499.8,2023-12-24,3.5,Stable
CUST0159,6,21324.95,2024-05-12,3.83,Stable
CUST0255,7,14491.25,2024-06-07,3.43,Stable
CUST0878,7,31215.45,2024-04-04,4.0,Stable
CUST0846,6,17555.7,2024-03-19,4.5,Stable
CUST0622,9,33248.0,2024-03-20,4.22,Loyal
CUST0483,6,17405.85,2024-05-16,3.17,Stable
CUST0890,7,23636.1,2024-04-18,3.86,Stable
CUST1012,6,55586.0,2024-03-31,3.67,Stable
CUST0071,6,27355.05,2024-03-10,4.33,Stable
CUST1104,4,5992.75,2023-10-19,3.0,Stable
CUST0753,7,16090.25,2024-05-15,4.29,Stable
CUST0961,9,25887.8,2024-02-14,3.56,Loyal
CUST1186,10,27253.7,2024-04-15,4.0,Loyal
CUST0859,6,11592.75,2024-05-30,3.83,Stable
CUST0350,8,31826.1,2024-03-13,3.88,Loyal
CUST0772,9,29461.5,2024-05-26,4.11,Loyal
CUST0474,6,14635.0,2024-03-30,2.67,Stable
CUST1152,9,32689.3,2024-06-22,4.11,Loyal
CUST0901,2,3106.65,2024-06-14,2.5,At Risk
CUST0392,9,41274.6,2024-06-16,3.78,Loyal
CUST0806,5,18334.9,2024-06-23,3.6,Stable
CUST0103,8,48182.05,2024-03-20,4.25,Loyal
CUST0632,9,19332.25,2024-06-05,3.89,Loyal
CUST0985,10,62005.0,2024-06-16,4.3,Loyal
CUST0926,8,26693.45,2024-05-04,3.5,Loyal
CUST0292,9,43734.2,2024-03-14,4.0,Loyal
CUST0502,8,26352.15,2024-05-04,3.5,Loyal
CUST0841,4,9712.35,2024-05-20,2.5,Stable
CUST1185,6,8209.85,2024-05-10,3.67,Stable
CUST1144,5,20487.2,2024-05-27,3.2,Stable
CUST1130,9,14803.8,2024-04-22,3.44,Loyal
CUST0098,11,34227.85,2024-02-21,3.82,Loyal
CUST0566,8,23376.7,2024-05-06,4.63,Loyal
CUST0298,7,15496.1,2023-12-01,3.86,Stable
CUST0218,7,23465.4,2024-01-19,3.43,Stable
CUST1103,3,6056.2,2023-11-16,4.0,At Risk
CUST0359,4,21884.7,2023-12-28,4.25,Stable
CUST0697,10,51028.9,2024-05-23,3.5,Loyal
CUST1193,13,41621.75,2024-06-06,3.69,Loyal
CUST1005,7,16365.85,2024-06-24,4.0,Stable
CUST0923,13,31634.45,2024-05-27,3.69,Loyal
CUST0421,7,26896.25,2024-05-23,3.71,Stable
CUST0741,4,15683.75,2024-04-23,4.5,Stable
CUST0581,8,35486.75,2024-04-21,3.63,Loyal
CUST0454,5,8068.95,2024-03-31,4.6,Stable
CUST0085,7,16594.15,2024-05-24,4.57,Stable
CUST0436,8,31556.65,2024-04-06,3.38,Loyal
CUST0230,8,37651.8,2024-03-17,3.25,Loyal
CUST1016,7,46663.55,2024-04-21,4.0,Stable
CUST0288,8,24920.35,2024-05-28,3.38,Loyal
CUST0090,9,50750.25,2024-06-12,3.89,Loyal
CUST0137,7,23527.25,2024-05-28,2.71,Stable
CUST1027,7,21806.1,2024-06-05,3.57,Stable
CUST0042,5,10599.0,2023-12-17,4.2,Stable
CUST0391,8,23423.25,2024-06-10,4.13,Loyal
CUST0249,2,3135.8,2024-02-18,4.0,At Risk
CUST0831,7,14057.95,2024-05-10,3.71,Stable
CUST0973,6,11666.25,2023-11-29,3.83,Stable
CUST0737,5,43671.0,2024-06-03,4.0,Stable
CUST0563,6,10376.2,2024-05-20,4.0,Stable
CUST0208,14,43849.0,2024-06-13,4.07,Loyal
CUST0099,9,58999.5,2024-06-10,3.67,Loyal
CUST0760,8,33251.55,2024-06-24,4.13,Loyal
CUST0349,5,15290.95,2024-01-05,4.0,Stable
CUST0499,5,17408.6,2024-02-20,4.4,Stable
CUST0775,7,19977.9,2024-04-26,4.43,Stable
CUST0503,7,23048.2,2024-03-14,4.14,Stable
CUST0490,9,23242.75,2024-06-14,4.0,Loyal
CUST0053,9,37314.3,2024-06-19,4.11,Loyal
CUST0057,5,31384.85,2024-03-18,3.8,Stable
CUST1160,9,29816.05,2024-05-12,3.67,Loyal
CUST0177,7,24275.5,2024-06-08,4.43,Stable
CUST0687,7,22173.35,2024-02-05,4.14,Stable
CUST0233,7,27588.55,2024-04-09,3.86,Stable
CUST0415,9,13732.05,2024-06-18,3.56,Loyal
CUST0924,9,35557.65,2024-03-09,3.44,Loyal
CUST0446,12,47458.2,2024-06-14,3.83,Loyal
CUST1140,12,87717.35,2024-01-08,4.0,Loyal
CUST0206,7,37579.15,2024-03-24,4.0,Stable
CUST0294,12,40037.45,2024-06-18,3.67,Loyal
CUST0705,6,20949.0,2024-06-11,3.33,Stable
CUST0946,7,37428.25,2024-06-12,3.86,Stable
CUST0447,7,23821.55,2024-06-18,3.71,Stable
CUST0326,4,10420.05,2024-05-31,3.0,Stable
CUST0988,8,26317.9,2024-02-22,3.75,Loyal
CUST0745,14,46897.4,2024-03-25,4.36,Loyal
CUST1098,5,15456.75,2024-06-05,3.4,Stable
CUST0667,6,30969.25,2024-06-24,4.0,Stable
CUST0967,9,19964.95,2024-06-01,3.67,Loyal
CUST0603,6,18507.95,2024-04-30,3.33,Stable
CUST0022,5,11662.7,2024-04-22,3.8,Stable
CUST0158,6,22753.75,2024-04-11,3.17,Stable
CUST0266,7,39939.35,2024-04-19,4.14,Stable
CUST0087,6,24504.9,2024-03-07,3.67,Stable
CUST0692,6,17025.6,2024-06-02,4.0,Stable
CUST0592,7,66474.9,2024-03-25,3.43,Stable
CUST0167,6,20764.7,2024-03-31,4.67,Stable
CUST0026,4,7690.2,2024-03-01,3.75,Stable
CUST0187,6,18162.65,2024-05-03,3.83,Stable
CUST0821,7,41495.7,2024-03-19,3.57,Stable
CUST0107,7,15507.55,2024-06-24,3.14,Stable
CUST0717,5,16865.9,2024-05-31,3.4,Stable
CUST0162,5,7500.3,2024-04-18,3.4,Stable
CUST0764,6,30339.7,2024-04-10,3.17,Stable
CUST0510,4,10408.2,2023-12-07,4.5,Stable
CUST0997,5,7660.6,2024-05-24,4.2,Stable
CUST0480,5,11807.45,2024-03-23,3.2,Stable
CUST0780,9,62402.3,2024-04-20,4.33,Loyal
CUST0714,9,29616.95,2024-06-11,3.67,Loyal
CUST0673,7,45874.2,2024-06-24,3.71,Stable
CUST0954,5,8468.4,2024-01-27,4.2,Stable
CUST0852,3,9366.95,2024-06-17,4.33,At Risk
CUST0656,6,17625.25,2024-02-24,4.5,Stable
CUST0075,11,43224.2,2024-06-04,3.91,Loyal
CUST0506,11,46195.15,2024-06-20,3.82,Loyal
CUST0318,4,7720.8,2024-03-21,4.0,Stable
CUST0497,7,58513.4,2024-05-12,4.0,Stable
CUST0710,10,35602.65,2024-04-10,3.6,Loyal
CUST0746,4,8391.0,2024-02-19,2.75,Stable
CUST1196,7,22475.25,2023-12-13,3.71,Stable
CUST0607,8,12825.3,2024-06-19,3.63,Loyal
CUST0750,5,7217.05,2024-04-11,4.0,Stable
CUST0322,7,31697.15,2024-06-21,3.86,Stable
CUST0100,11,33047.25,2024-06-21,3.82,Loyal
CUST0229,4,12887.0,2024-02-03,3.5,Stable
CUST0856,6,46301.7,2024-06-01,3.33,Stable
CUST0608,4,10772.4,2024-05-02,3.5,Stable
CUST0618,10,70081.15,2024-05-16,3.9,Loyal
CUST0847,5,33103.75,2024-05-22,4.6,Stable
CUST0301,6,22696.55,2024-02-18,4.67,Stable
CUST1091,10,26846.25,2024-06-10,3.7,Loyal
CUST0011,7,37088.2,2024-06-09,4.29,Stable
CUST1021,6,53428.7,2024-06-20,3.67,Stable
CUST1182,4,11705.15,2024-04-26,3.0,Stable
CUST0711,8,37680.55,2024-04-06,4.38,Loyal
CUST1001,8,23314.85,2024-04-08,4.38,Loyal
CUST1124,9,22749.85,2024-01-21,3.56,Loyal
CUST0932,8,17189.65,2024-06-12,3.63,Loyal
CUST0962,6,21539.5,2024-06-09,3.83,Stable
CUST0003,7,22315.25,2024-05-30,4.29,Stable
CUST0836,4,11827.2,2024-03-31,4.0,Stable
CUST1178,4,18212.85,2024-01-10,4.75,Stable
CUST1189,4,10918.35,2024-03-27,4.5,Stable
CUST0193,6,17325.55,2024-05-17,3.83,Stable
CUST0190,8,23438.85,2024-05-10,3.75,Loyal
CUST0028,7,22688.6,2024-06-09,3.86,Stable
CUST0577,9,48993.65,2024-06-02,4.0,Loyal
CUST0556,9,31161.6,2024-04-06,4.0,Loyal
CUST1151,6,22994.9,2024-05-08,3.67,Stable
CUST0733,9,34874.95,2024-05-13,3.56,Loyal
CUST0770,9,25933.7,2024-06-19,4.33,Loyal
CUST0048,7,15724.5,2024-06-16,3.71,Stable
CUST0451,3,8329.8,2023-11-13,4.33,At Risk
CUST0465,8,28598.5,2024-05-18,3.5,Loyal
CUST1142,7,22466.5,2024-06-03,4.29,Stable
CUST1114,11,26194.6,2024-05-21,3.82,Loyal
CUST0081,10,39215.45,2024-01-24,4.5,Loyal
CUST0680,8,37562.3,2024-06-04,3.25,Loyal
CUST0995,10,34957.25,2024-05-07,4.4,Loyal
CUST0532,7,21040.1,2024-01-29,4.0,Stable
CUST0978,8,22239.8,2024-06-20,3.25,Loyal
CUST0337,5,12169.55,2024-01-08,3.2,Stable
CUST0994,7,24348.35,2024-02-29,4.29,Stable
CUST0276,6,26304.2,2024-05-22,2.83,Stable
CUST1090,6,10260.7,2024-06-23,3.67,Stable
CUST0658,6,59136.3,2024-06-13,3.33,Stable
CUST0998,6,18065.95,2024-03-19,4.17,Stable
CUST0521,7,10910.25,2024-05-31,2.71,Stable
CUST0037,5,13426.1,2024-06-23,3.8,Stable
CUST1157,8,28106.2,2024-06-16,3.88,Loyal
CUST0547,6,6985.0,2024-03-01,3.67,Stable
CUST0124,9,19092.95,2024-05-24,4.11,Loyal
CUST0912,11,41690.55,2024-06-22,3.82,Loyal
CUST0805,9,42360.5,2024-04-18,4.67,Loyal
CUST0518,8,24190.5,2024-02-04,3.13,Loyal
CUST0617,9,21782.2,2024-06-24,3.56,Loyal
CUST0950,9,32766.0,2024-06-18,3.33,Loyal
CUST0757,11,36431.5,2024-04-30,3.64,Loyal
CUST0013,6,18640.15,2024-05-01,2.33,Stable
CUST0079,9,19186.75,2024-06-01,3.89,Loyal
CUST0166,8,25852.7,2024-06-22,4.0,Loyal
CUST0986,12,34600.75,2024-05-02,3.58,Loyal
CUST0560,7,21408.45,2024-01-27,3.0,Stable
CUST0576,10,27176.15,2024-06-24,4.0,Loyal
CUST0306,6,28568.9,2024-02-19,3.0,Stable
CUST0648,7,13129.5,2024-05-22,4.43,Stable
CUST0571,8,15785.1,2024-02-21,3.75,Loyal
CUST1092,10,25813.15,2024-06-16,4.3,Loyal
CUST1121,7,14450.15,2024-06-13,4.71,Stable
CUST0824,8,45149.9,2024-05-13,3.63,Loyal
CUST0695,6,11309.2,2023-11-01,4.0,Stable
CUST0319,7,26385.8,2024-05-15,4.14,Stable
CUST1034,5,15107.2,2024-05-08,4.4,Stable
CUST0036,6,28514.95,2024-04-27,3.83,Stable
CUST0504,8,45776.6,2024-06-02,3.38,Loyal
CUST0475,4,14819.1,2023-12-22,3.5,Stable
CUST0393,7,45192.4,2024-06-06,3.29,Stable
CUST0146,6,24643.8,2024-03-29,4.0,Stable
CUST0625,5,11309.85,2024-06-08,4.4,Stable
CUST0822,8,39592.0,2023-12-23,3.38,Loyal
CUST0035,6,20376.15,2024-05-18,4.83,Stable
CUST1134,8,14514.75,2024-06-16,4.13,Loyal
CUST0132,4,14975.1,2024-06-22,3.75,Stable
CUST0915,7,21299.75,2024-06-21,4.0,Stable
CUST0387,6,13754.9,2024-06-22,4.33,Stable
CUST0232,6,35291.95,2024-01-22,3.17,Stable
CUST1101,9,38468.05,2024-03-01,4.22,Loyal
CUST0189,6,15073.0,2024-04-21,5.0,Stable
CUST0974,5,20961.1,2024-02-14,3.2,Stable
CUST0312,5,14898.65,2024-03-24,4.6,Stable
CUST0228,6,19179.3,2024-04-08,4.17,Stable
CUST0762,8,38090.6,2024-06-20,3.5,Loyal
CUST0905,3,5836.65,2023-06-25,4.67,At Risk
CUST0267,7,38850.45,2024-03-28,2.86,Stable
CUST0466,7,18711.45,2024-06-10,3.71,Stable
CUST0157,6,20004.35,2023-12-20,3.67,Stable
CUST0383,10,32151.75,2024-05-28,4.0,Loyal
CUST0799,5,18245.1,2024-03-19,3.6,Stable
CUST0834,8,52107.65,2024-06-24,4.0,Loyal
CUST0165,6,11796.15,2024-06-11,3.67,Stable
CUST0164,6,16459.8,2024-06-21,4.17,Stable
CUST0921,11,51314.75,2024-05-20,3.18,Loyal
CUST0262,9,31039.9,2024-05-11,3.89,Loyal
CUST0427,3,8117.25,2024-04-07,4.0,At Risk
CUST0418,7,23965.15,2024-02-14,3.71,Stable
CUST0108,6,9822.95,2024-06-15,4.5,Stable
CUST0320,5,13351.0,2024-04-08,4.0,Stable
CUST0223,9,34139.9,2024-06-05,3.67,Loyal
CUST0049,5,7629.05,2024-04-20,3.4,Stable
CUST1158,8,16749.35,2024-02-26,4.25,Loyal
CUST1119,8,26495.7,2024-05-10,3.75,Loyal
CUST0382,6,26217.2,2024-04-18,4.17,Stable
CUST0720,3,8952.0,2023-11-06,4.33,At Risk
CUST0782,9,21478.1,2024-06-08,3.67,Loyal
CUST0868,7,13752.7,2024-05-02,3.14,Stable
CUST0542,7,20587.35,2024-03-24,3.86,Stable
CUST0691,7,12516.55,2024-06-21,3.71,Stable
CUST0280,6,22340.75,2024-06-14,4.67,Stable
CUST0809,8,26514.65,2024-04-28,4.25,Loyal
CUST0937,5,7574.15,2024-05-18,4.6,Stable
CUST0251,8,20546.1,2024-04-04,4.63,Loyal
CUST1133,4,10743.7,2024-01-20,4.5,Stable
CUST0910,5,7248.85,2024-04-18,3.2,Stable
CUST0749,11,28511.9,2024-06-02,4.0,Loyal
CUST0734,7,29380.6,2024-05-11,4.0,Stable
CUST0892,7,17294.95,2024-03-01,4.29,Stable
CUST0917,6,11365.2,2024-05-13,3.83,Stable
CUST0293,7,25044.55,2024-01-20,4.14,Stable
CUST0613,5,29774.85,2024-06-24,4.4,Stable
CUST0406,4,13565.55,2024-06-18,3.25,Stable
CUST1135,7,11916.25,2024-06-06,4.14,Stable
CUST0719,8,16050.1,2024-04-27,4.13,Loyal
CUST0815,5,7148.8,2024-04-05,3.6,Stable
CUST0694,8,24056.4,2024-04-25,3.88,Loyal
CUST0810,7,16724.6,2024-05-23,4.14,Stable
CUST0117,6,33562.35,2024-03-21,3.5,Stable
CUST0112,6,24123.9,2024-06-03,3.17,Stable
CUST0980,4,7641.9,2024-05-08,4.25,Stable
CUST0250,6,17907.4,2024-04-18,4.33,Stable
CUST1161,4,13817.1,2023-12-21,2.75,Stable
CUST1006,6,12831.65,2024-01-27,3.67,Stable
CUST0857,13,29459.55,2024-04-22,3.92,Loyal
CUST0305,6,20177.45,2023-10-30,4.17,Stable
CUST0304,10,29367.4,2024-03-26,3.5,Loyal
CUST0873,7,14679.5,2024-05-27,3.71,Stable
CUST0964,8,39344.65,2024-06-11,3.63,Loyal
CUST0595,2,2043.15,2024-01-19,4.0,At Risk
CUST1137,7,28050.8,2024-06-20,4.43,Stable
CUST0573,6,14577.3,2023-11-05,3.17,Stable
CUST0316,7,24357.15,2024-06-18,4.14,Stable
CUST0975,5,19172.75,2024-04-16,3.8,Stable
CUST0942,6,16271.0,2024-06-16,3.67,Stable
CUST0963,4,17432.85,2024-02-26,4.0,Stable
CUST1020,6,14417.55,2024-05-19,4.33,Stable
CUST1050,8,22832.4,2024-06-15,4.0,Loyal
CUST1051,6,17500.4,2024-04-28,4.0,Stable
CUST0281,5,28007.7,2023-09-01,4.4,Stable
CUST0309,7,19924.6,2024-05-24,3.71,Stable
CUST0458,10,31998.15,2024-06-14,3.9,Loyal
CUST0871,6,22979.85,2024-04-14,3.5,Stable
CUST1197,6,17480.55,2023-10-30,4.17,Stable
CUST0860,5,19643.4,2024-04-13,2.6,Stable
CUST0332,6,19178.7,2023-11-12,3.5,Stable
CUST0186,13,37182.65,2024-06-10,3.69,Loyal
CUST0702,10,22368.3,2024-06-07,3.8,Loyal
CUST0825,7,23127.45,2024-05-06,3.71,Stable
CUST1115,7,21673.8,2024-06-20,4.0,Stable
CUST0072,5,16878.15,2024-06-16,3.8,Stable
CUST0492,8,12654.9,2024-03-18,3.75,Loyal
CUST1113,5,6357.55,2024-06-23,3.0,Stable
CUST0884,7,21725.45,2024-06-03,3.29,Stable
CUST0067,7,19409.7,2024-05-04,3.14,Stable
CUST0934,9,19283.9,2024-03-25,4.44,Loyal
CUST0765,5,16108.0,2024-06-09,3.2,Stable
CUST0949,6,16979.7,2024-04-25,3.67,Stable
CUST1086,10,31199.0,2024-05-18,3.5,Loyal
CUST0183,9,37135.45,2024-05-04,3.78,Loyal
CUST1126,7,27956.6,2023-09-27,3.43,Stable
CUST0178,9,26543.65,2024-06-11,3.33,Loyal
CUST0287,6,14032.8,2024-05-02,3.83,Stable
CUST0416,9,30380.2,2024-06-02,3.44,Loyal
CUST0865,7,27922.3,2024-06-09,3.71,Stable
CUST0696,7,18923.95,2024-04-26,3.29,Stable
CUST0212,11,48147.6,2024-06-24,4.0,Loyal
CUST0170,3,12686.6,2024-02-20,1.67,At Risk
CUST1100,5,9155.2,2023-06-12,4.6,Stable
CUST0225,5,14547.35,2024-06-04,3.8,Stable
CUST0410,10,30381.0,2024-02-13,3.6,Loyal
CUST0076,11,36714.9,2024-06-24,4.09,Loyal
CUST0707,4,14819.4,2024-04-27,3.75,Stable
CUST1174,6,31490.05,2024-02-25,3.67,Stable
CUST0965,7,42084.2,2024-06-16,3.29,Stable
CUST0582,8,19229.6,2024-06-22,3.38,Loyal
CUST0991,5,17717.2,2024-05-05,4.4,Stable
CUST0570,7,32032.75,2024-06-23,3.43,Stable
CUST0264,5,35603.85,2024-06-13,3.6,Stable
CUST0141,4,17501.1,2024-03-18,3.75,Stable
CUST0739,6,8720.75,2024-05-09,4.33,Stable
CUST0356,3,11348.1,2023-10-25,3.33,At Risk
CUST0020,5,37169.5,2024-02-13,4.0,Stable
CUST0275,6,9117.4,2024-05-06,3.17,Stable
CUST0900,6,10785.6,2024-05-20,4.33,Stable
CUST0609,12,39660.95,2024-06-14,4.08,Loyal
CUST0802,9,20963.4,2024-06-11,3.56,Loyal
CUST0487,6,20729.4,2024-01-18,3.67,Stable
CUST0768,5,14027.1,2024-04-02,4.6,Stable
CUST0894,9,18048.2,2024-05-08,3.33,Loyal
CUST1116,11,38576.25,2024-05-16,3.55,Loyal
CUST1195,8,23720.15,2024-03-06,3.75,Loyal
CUST0679,13,49441.9,2024-02-05,3.85,Loyal
CUST0813,7,18877.25,2024-06-09,4.57,Stable
CUST1025,8,27848.45,2024-04-03,4.0,Loyal
CUST0384,5,8296.5,2024-01-21,4.6,Stable
CUST0916,1,1992.15,2024-01-27,3.0,One-Time
CUST0435,9,53549.2,2024-05-03,4.11,Loyal
CUST0640,5,15817.1,2023-10-14,4.4,Stable
CUST0501,8,12600.75,2024-04-18,4.0,Loyal
CUST0580,9,32941.85,2024-02-17,4.0,Loyal
CUST0176,6,14019.15,2024-06-22,4.5,Stable
CUST0945,11,48618.8,2024-04-09,3.55,Loyal
CUST0803,6,20227.0,2024-01-17,3.83,Stable
CUST0308,12,56339.0,2024-05-16,4.42,Loyal
CUST1032,11,36217.45,2024-03-13,3.73,Loyal
CUST0291,3,9501.9,2024-01-20,4.67,At Risk
CUST0263,9,39704.7,2024-04-12,4.11,Loyal
CUST0058,9,41166.45,2024-06-05,3.56,Loyal
CUST0882,5,9008.6,2024-04-26,4.4,Stable
CUST0725,4,7533.45,2024-03-19,4.25,Stable
CUST0958,8,17670.25,2024-06-12,4.0,Loyal
CUST0210,5,8544.35,2024-02-28,2.8,Stable
CUST0534,3,9790.0,2023-11-19,4.67,At Risk
CUST0519,7,31475.05,2024-03-29,4.29,Stable
CUST0168,10,25356.05,2024-05-30,4.1,Loyal
CUST0324,5,17336.7,2024-04-18,3.8,Stable
CUST1145,8,23753.0,2024-05-02,3.75,Loyal
CUST0219,4,12374.65,2024-05-15,3.5,Stable
CUST0554,14,44597.35,2024-03-04,3.71,Loyal
CUST1083,4,14673.05,2023-10-25,2.5,Stable
CUST0517,9,39643.1,2024-06-04,3.33,Loyal
CUST0328,5,16761.25,2024-02-26,3.4,Stable
CUST0203,9,41272.3,2024-06-07,3.78,Loyal
CUST0413,7,48926.05,2024-02-24,3.57,Stable
CUST0130,5,13897.65,2024-06-17,2.2,Stable
CUST0693,6,14131.65,2024-06-17,4.33,Stable
CUST0444,6,14399.55,2024-03-21,3.83,Stable
CUST0123,10,26128.15,2024-06-01,3.7,Loyal
CUST0460,6,29401.05,2024-04-05,4.0,Stable
CUST0284,11,40820.15,2024-05-08,4.0,Loyal
CUST0866,8,18340.85,2024-05-19,4.38,Loyal
CUST0588,6,25346.7,2024-03-31,3.83,Stable
CUST1180,7,29171.55,2024-05-09,3.57,Stable
CUST0598,11,36912.15,2024-06-06,3.45,Loyal
CUST0086,7,18601.75,2024-02-16,3.57,Stable
CUST1058,10,24575.15,2024-06-12,4.2,Loyal
CUST0636,4,26127.5,2024-03-13,3.0,Stable
CUST0548,7,31759.0,2024-06-12,3.86,Stable
CUST1166,3,13508.55,2023-10-30,4.33,At Risk
CUST0346,8,30295.35,2024-05-31,3.5,Loyal
CUST0259,8,21833.7,2024-05-09,3.5,Loyal
CUST0296,8,23394.1,2024-04-30,4.0,Loyal
CUST0785,3,11433.4,2023-12-30,4.67,At Risk
CUST0161,6,19521.8,2024-01-18,3.33,Stable
CUST0646,8,24810.5,2023-08-30,3.75,Loyal
CUST1128,7,73396.5,2024-06-20,4.14,Stable
CUST0600,14,60946.05,2024-03-31,3.79,Loyal
CUST1002,9,20284.8,2024-04-27,4.22,Loyal
CUST0093,8,28337.5,2024-05-22,4.0,Loyal
CUST0641,5,10784.9,2024-05-16,4.0,Stable
CUST0638,4,11932.8,2023-07-15,2.75,Stable
CUST0897,9,44406.75,2024-03-19,3.78,Loyal
CUST0372,9,33984.3,2024-06-08,4.33,Loyal
CUST0070,7,21473.3,2024-04-08,3.86,Stable
CUST0922,7,20457.2,2024-02-26,4.14,Stable
CUST0703,8,24819.3,2024-02-10,4.5,Loyal
CUST0989,7,57302.55,2024-06-12,4.29,Stable
CUST0565,11,30074.0,2024-03-14,3.73,Loyal
CUST0911,8,17444.45,2024-03-15,3.5,Loyal
CUST0981,8,26330.95,2024-06-15,3.75,Loyal
CUST0348,5,36345.0,2024-02-13,4.6,Stable
CUST0462,4,15935.3,2024-06-15,3.75,Stable
CUST0615,6,20104.4,2024-06-10,3.83,Stable
CUST0171,6,17456.85,2023-09-04,4.17,Stable
CUST0323,6,11590.2,2023-11-27,4.0,Stable
CUST0533,8,28952.85,2024-04-26,4.13,Loyal
CUST1035,5,14224.6,2024-04-25,3.4,Stable
CUST0488,6,19256.55,2024-03-18,4.0,Stable
CUST0417,7,21822.6,2024-04-16,3.71,Stable
CUST0786,9,27854.65,2024-05-25,4.0,Loyal
CUST1022,4,7671.8,2024-04-28,3.25,Stable
CUST0685,5,16331.05,2023-12-06,3.6,Stable
CUST0676,6,12044.65,2023-09-20,4.33,Stable
CUST0664,3,6122.3,2024-04-14,5.0,At Risk
CUST1026,6,17664.8,2023-12-08,3.33,Stable
CUST0147,3,10124.5,2024-04-22,4.33,At Risk
CUST0827,4,24276.5,2024-05-05,4.5,Stable
CUST0983,7,26762.65,2024-05-22,3.86,Stable
CUST1061,3,10164.75,2024-05-09,3.0,At Risk
CUST0935,6,10959.3,2024-05-13,3.17,Stable
CUST0567,8,40145.95,2024-05-28,4.13,Loyal
CUST0562,4,45136.0,2024-06-17,4.5,Stable
CUST0041,10,33412.3,2024-04-10,4.1,Loyal
CUST1004,7,22501.7,2023-12-02,4.43,Stable
CUST0065,10,30416.0,2024-06-11,3.3,Loyal
CUST0128,4,7716.2,2024-02-26,4.5,Stable
CUST0375,10,34018.2,2024-04-25,4.2,Loyal
CUST0169,4,14570.85,2024-06-24,4.5,Stable
CUST0516,7,36864.55,2024-04-17,3.29,Stable
CUST0913,9,24323.5,2024-06-09,3.89,Loyal
CUST0947,9,18070.2,2024-06-24,3.33,Loyal
CUST0730,7,18147.6,2024-02-04,3.29,Stable
CUST1095,7,25546.85,2024-01-14,4.29,Stable
CUST0258,5,25407.3,2024-05-27,3.6,Stable
CUST0361,6,19590.25,2023-11-08,4.17,Stable
CUST1102,3,13022.5,2024-05-25,3.67,At Risk
CUST0131,4,13159.35,2024-03-19,4.75,Stable
CUST0845,8,18460.8,2024-05-17,4.25,Loyal
CUST0015,7,25966.7,2024-06-02,4.0,Stable
CUST0056,7,12540.35,2024-04-26,4.14,Stable
CUST0643,12,36291.5,2024-06-01,3.75,Loyal
CUST0303,8,30739.05,2024-06-12,4.25,Loyal
CUST0248,5,12646.95,2023-12-11,2.6,Stable
CUST0535,8,30404.0,2024-03-09,3.13,Loyal
CUST0061,7,22635.7,2024-02-12,3.71,Stable
CUST0531,5,14434.0,2024-01-13,4.0,Stable
CUST0796,3,11182.85,2024-02-14,3.33,At Risk
CUST0078,5,28178.1,2024-03-28,3.4,Stable
CUST0623,5,6796.95,2024-01-26,3.6,Stable
CUST0690,5,15460.05,2024-04-29,4.0,Stable
CUST0955,7,64280.55,2024-05-22,4.29,Stable
CUST1131,8,25746.65,2024-06-13,4.38,Loyal
CUST0758,8,30003.55,2024-06-17,3.63,Loyal
CUST0344,7,17633.5,2024-01-17,4.14,Stable
CUST0529,6,19761.8,2024-05-05,4.0,Stable
CUST0184,7,18493.35,2024-02-16,3.57,Stable
CUST0956,4,21597.9,2024-02-17,2.75,Stable
CUST0766,7,26816.6,2024-04-24,4.0,Stable
CUST0744,6,17154.9,2024-01-02,3.17,Stable
CUST0001,3,32688.85,2024-06-22,3.33,At Risk
CUST0832,6,23507.1,2024-04-21,3.5,Stable
CUST0201,10,67557.3,2024-04-20,3.8,Loyal
CUST0299,3,14091.0,2024-02-07,3.33,At Risk
CUST0735,8,23508.05,2024-05-08,4.13,Loyal
CUST1028,7,18870.85,2024-03-25,3.57,Stable
CUST0345,7,48702.55,2024-04-05,4.14,Stable
CUST0920,6,13717.5,2024-06-04,4.0,Stable
CUST0363,5,19803.6,2024-03-12,3.4,Stable
CUST1078,6,14974.6,2024-06-07,4.67,Stable
CUST0993,12,39210.9,2024-02-22,3.58,Loyal
CUST0407,7,23991.35,2024-04-08,4.0,Stable
CUST0681,8,37566.25,2024-04-26,3.88,Loyal
CUST0817,5,11966.7,2024-05-31,3.6,Stable
CUST0909,6,17891.3,2024-05-03,3.17,Stable
CUST0434,4,18622.65,2023-11-22,4.25,Stable
CUST1065,8,41321.9,2024-04-01,3.38,Loyal
CUST0933,11,59098.2,2024-05-21,3.55,Loyal
