order_id,customer_id,region,city,product_id,product_name,category,quantity,unit_price,discount,sales,profit,ship_mode,order_date,delivery_date,rating
ORD02255,CUST0931,South,Hyderabad,P017,Business Strategy,Books,5,399,0.05,1895.25,556.16,Express,2023-09-27,2023-09-29,5
ORD02256,CUST0696,West,Mumbai,P016,Data Science Handbook,Books,1,699,0.2,559.2,144.26,Standard,2023-11-15,2023-11-20,1
ORD02257,CUST0087,Central,Gwalior,P010,Cotton Hoodie,Clothing,5,1299,0.1,5845.5,2163.14,Express,2023-07-25,2023-07-27,3
ORD02258,CUST1178,North,Delhi,P005,Webcam HD,Electronics,1,1599,0,1599,246.89,Express,2023-11-30,2023-12-02,4
ORD02259,CUST0139,East,Ranchi,P004,Mechanical Keyboard,Electronics,1,2499,0.2,1999.2,489.5,Overnight,2023-11-28,2023-11-29,3
ORD02260,CUST0485,South,Hyderabad,P015,Python Programming,Books,2,499,0,998,218.94,Overnight,2023-08-19,2023-08-20,4
ORD02261,CUST0175,South,Kochi,P007,Women's Kurta Set,Clothing,1,999,0,999,315.03,Standard,2023-08-26,2023-08-31,4
ORD02262,CUST0232,North,Amritsar,P006,Men's Running Shoes,Clothing,4,1899,0.15,6456.6,1772.39,Overnight,2023-02-18,2023-02-19,5
ORD02263,CUST0080,North,Delhi,P016,Data Science Handbook,Books,4,699,0.05,2656.2,488.2,Express,2023-09-11,2023-09-13,5
ORD02264,CUST0897,South,Hyderabad,P005,Webcam HD,Electronics,3,1599,0.1,4317.3,1040.69,Overnight,2023-11-13,2023-11-14,3
ORD02265,CUST0504,South,Bangalore,P002,Laptop Stand,Electronics,2,899,0,1798,614.86,Standard,2023-10-04,2023-10-09,3
ORD02266,CUST0950,East,Kolkata,P006,Men's Running Shoes,Clothing,3,1899,0.15,4842.45,1748.18,Standard,2024-06-06,2024-06-11,3
ORD02267,CUST0120,North,Amritsar,P007,Women's Kurta Set,Clothing,5,999,0,4995,1178.79,Standard,2024-05-28,2024-06-02,4
ORD02268,CUST0691,North,Jaipur,P015,Python Programming,Books,4,499,0.15,1696.6,525.29,Standard,2023-02-05,2023-02-10,3
ORD02269,CUST0825,West,Pune,P009,Yoga Pants,Clothing,3,899,0.1,2427.3,619.72,Standard,2023-07-30,2023-08-04,4
ORD02270,CUST1066,Central,Jabalpur,P016,Data Science Handbook,Books,3,699,0.05,1992.15,368.73,Standard,2023-09-05,2023-09-10,4
ORD02271,CUST1030,North,Amritsar,P008,Denim Jacket,Clothing,5,1799,0,8995,1640.28,Standard,2024-05-25,2024-05-30,4
ORD02272,CUST0468,Central,Gwalior,P007,Women's Kurta Set,Clothing,3,999,0.05,2847.15,916.79,Standard,2023-09-20,2023-09-25,5
ORD02273,CUST0800,South,Kochi,P007,Women's Kurta Set,Clothing,3,999,0,2997,721.19,Standard,2023-11-27,2023-12-02,2
ORD02274,CUST0235,South,Bangalore,P017,Business Strategy,Books,1,399,0.1,359.1,109.47,Overnight,2023-11-02,2023-11-03,3
ORD02275,CUST0386,West,Mumbai,P002,Laptop Stand,Electronics,3,899,0.2,2157.6,333.71,Express,2023-03-05,2023-03-07,3
ORD02276,CUST0520,West,Surat,P003,USB-C Hub,Electronics,3,699,0.2,1677.6,256.29,Overnight,2024-06-10,2024-06-11,4
ORD02277,CUST1167,East,Ranchi,P006,Men's Running Shoes,Clothing,2,1899,0,3798,1341.81,Overnight,2023-12-19,2023-12-20,4
ORD02278,CUST0523,West,Nagpur,P012,Bookshelf 5-Tier,Furniture,2,4599,0.1,8278.2,2010.98,Express,2023-06-08,2023-06-10,3
ORD02279,CUST0865,South,Bangalore,P012,Bookshelf 5-Tier,Furniture,3,4599,0.2,11037.6,3291.35,Standard,2023-07-24,2023-07-29,4
ORD02280,CUST0226,West,Mumbai,P012,Bookshelf 5-Tier,Furniture,2,4599,0.1,8278.2,2099.1,Express,2023-09-06,2023-09-08,4
ORD02281,CUST0522,East,Ranchi,P001,Wireless Earbuds,Electronics,4,1299,0.15,4416.6,669.91,Standard,2023-08-27,2023-09-01,4
ORD02282,CUST0506,North,Jaipur,P005,Webcam HD,Electronics,5,1599,0,7995,1731.89,Express,2023-06-15,2023-06-17,5
ORD02283,CUST0860,South,Bangalore,P006,Men's Running Shoes,Clothing,4,1899,0.05,7216.2,1607.72,Overnight,2024-02-13,2024-02-14,1
ORD02284,CUST1062,North,Lucknow,P019,Yoga Mat,Sports,3,699,0.05,1992.15,610.04,Standard,2024-04-09,2024-04-14,2
ORD02285,CUST0181,North,Chandigarh,P007,Women's Kurta Set,Clothing,4,999,0.05,3796.2,899.91,Standard,2023-10-15,2023-10-20,3
ORD02286,CUST0349,West,Mumbai,P009,Yoga Pants,Clothing,5,899,0.15,3820.75,558.47,Overnight,2023-05-06,2023-05-07,3
ORD02287,CUST1080,East,Ranchi,P006,Men's Running Shoes,Clothing,4,1899,0.1,6836.4,1302.75,Standard,2024-01-21,2024-01-26,3
ORD02288,CUST0532,East,Patna,P018,Cricket Bat,Sports,4,1499,0.2,4796.8,1208.69,Same Day,2024-01-29,2024-01-29,5
ORD02289,CUST0721,Central,Raipur,P013,Study Table,Furniture,5,6999,0,34995,13160.98,Express,2024-04-08,2024-04-10,5
ORD02290,CUST0501,West,Ahmedabad,P002,Laptop Stand,Electronics,1,899,0,899,132.77,Standard,2023-09-15,2023-09-20,4
ORD02291,CUST0320,North,Delhi,P006,Men's Running Shoes,Clothing,1,1899,0.1,1709.1,256.52,Overnight,2023-10-23,2023-10-24,4
ORD02292,CUST0093,West,Mumbai,P007,Women's Kurta Set,Clothing,3,999,0.05,2847.15,614.15,Same Day,2023-04-12,2023-04-12,5
ORD02293,CUST0989,West,Ahmedabad,P003,USB-C Hub,Electronics,3,699,0,2097,291.74,Standard,2023-07-01,2023-07-06,3
ORD02294,CUST0002,South,Kochi,P008,Denim Jacket,Clothing,1,1799,0.1,1619.1,614.46,Overnight,2023-04-25,2023-04-26,4
ORD02295,CUST0164,North,Chandigarh,P003,USB-C Hub,Electronics,5,699,0.1,3145.5,470.24,Express,2023-11-24,2023-11-26,4
ORD02296,CUST0873,South,Hyderabad,P017,Business Strategy,Books,4,399,0.05,1516.2,403.31,Standard,2023-09-26,2023-10-01,5
ORD02297,CUST0676,South,Bangalore,P003,USB-C Hub,Electronics,1,699,0,699,167.73,Standard,2023-03-12,2023-03-17,3
ORD02298,CUST0920,South,Coimbatore,P006,Men's Running Shoes,Clothing,1,1899,0.1,1709.1,384.05,Overnight,2024-05-10,2024-05-11,5
ORD02299,CUST1190,South,Coimbatore,P016,Data Science Handbook,Books,2,699,0.05,1328.1,432.2,Express,2023-05-16,2023-05-18,3
ORD02300,CUST0085,East,Patna,P006,Men's Running Shoes,Clothing,5,1899,0,9495,1454.84,Standard,2023-09-12,2023-09-17,4
ORD02301,CUST0923,North,Lucknow,P015,Python Programming,Books,2,499,0.1,898.2,268.14,Express,2023-12-18,2023-12-20,5
ORD02302,CUST0278,West,Pune,P004,Mechanical Keyboard,Electronics,5,2499,0,12495,2217.25,Standard,2023-09-18,2023-09-23,3
ORD02303,CUST0629,Central,Gwalior,P010,Cotton Hoodie,Clothing,3,1299,0.1,3507.3,732.75,Standard,2024-04-26,2024-05-01,3
ORD02304,CUST0139,East,Ranchi,P019,Yoga Mat,Sports,4,699,0.15,2376.6,556.02,Overnight,2024-02-01,2024-02-02,3
ORD02305,CUST1151,East,Bhubaneswar,P003,USB-C Hub,Electronics,4,699,0.1,2516.4,902.48,Standard,2023-05-11,2023-05-16,4
ORD02306,CUST0479,West,Surat,P016,Data Science Handbook,Books,4,699,0.05,2656.2,595.61,Overnight,2024-04-12,2024-04-13,3
ORD02307,CUST0387,West,Surat,P009,Yoga Pants,Clothing,5,899,0,4495,1535.79,Express,2024-01-07,2024-01-09,2
ORD02308,CUST0280,South,Kochi,P007,Women's Kurta Set,Clothing,3,999,0.05,2847.15,485.21,Standard,2023-04-30,2023-05-05,4
ORD02309,CUST0777,South,Coimbatore,P015,Python Programming,Books,5,499,0,2495,510.21,Same Day,2023-01-22,2023-01-22,5
ORD02310,CUST1095,South,Kochi,P009,Yoga Pants,Clothing,5,899,0.1,4045.5,532.88,Same Day,2023-11-08,2023-11-08,5
ORD02311,CUST0086,South,Kochi,P015,Python Programming,Books,5,499,0.05,2370.25,597.67,Overnight,2024-02-12,2024-02-13,3
ORD02312,CUST0839,East,Patna,P020,Fitness Dumbbells,Sports,2,1999,0.2,3198.4,1075.53,Express,2023-07-15,2023-07-17,4
ORD02313,CUST1167,East,Ranchi,P017,Business Strategy,Books,1,399,0.05,379.05,69.28,Express,2023-02-11,2023-02-13,5
ORD02314,CUST0199,East,Guwahati,P002,Laptop Stand,Electronics,1,899,0.15,764.15,241.42,Standard,2024-06-21,2024-06-26,3
ORD02315,CUST0188,West,Nagpur,P020,Fitness Dumbbells,Sports,5,1999,0.1,8995.5,2824.27,Standard,2023-04-14,2023-04-19,3
ORD02316,CUST0423,West,Surat,P017,Business Strategy,Books,2,399,0.15,678.3,198.1,Overnight,2024-02-22,2024-02-23,5
ORD02317,CUST0011,West,Mumbai,P002,Laptop Stand,Electronics,5,899,0.05,4270.25,1225.85,Standard,2023-02-22,2023-02-27,5
ORD02318,CUST0104,North,Amritsar,P001,Wireless Earbuds,Electronics,1,1299,0,1299,399.17,Express,2024-01-14,2024-01-16,4
ORD02319,CUST0089,West,Ahmedabad,P019,Yoga Mat,Sports,3,699,0.05,1992.15,258.79,Express,2023-03-04,2023-03-06,2
ORD02320,CUST0804,West,Pune,P001,Wireless Earbuds,Electronics,4,1299,0.15,4416.6,723.03,Overnight,2023-09-14,2023-09-15,5
ORD02321,CUST0779,Central,Bhopal,P007,Women's Kurta Set,Clothing,4,999,0.25,2997.0,770.54,Express,2024-06-10,2024-06-12,3
ORD02322,CUST0265,East,Patna,P005,Webcam HD,Electronics,4,1599,0.1,5756.4,1321.76,Express,2024-01-30,2024-02-01,5
ORD02323,CUST0714,East,Guwahati,P020,Fitness Dumbbells,Sports,5,1999,0.15,8495.75,2264.36,Standard,2024-06-11,2024-06-16,3
ORD02324,CUST0333,West,Ahmedabad,P019,Yoga Mat,Sports,4,699,0.15,2376.6,467.02,Express,2023-06-29,2023-07-01,3
ORD02325,CUST0379,North,Delhi,P018,Cricket Bat,Sports,3,1499,0.05,4272.15,1043.05,Overnight,2023-07-20,2023-07-21,4
ORD02326,CUST1200,North,Delhi,P012,Bookshelf 5-Tier,Furniture,4,4599,0,18396,4712.78,Standard,2023-08-28,2023-09-02,1
ORD02327,CUST0555,West,Ahmedabad,P004,Mechanical Keyboard,Electronics,3,2499,0,7497,2421.13,Standard,2023-06-07,2023-06-12,5
ORD02328,CUST1108,South,Bangalore,P002,Laptop Stand,Electronics,3,899,0.15,2292.45,356.45,Standard,2023-08-19,2023-08-24,4
ORD02329,CUST0846,East,Patna,P019,Yoga Mat,Sports,3,699,0.15,1782.45,386.88,Express,2023-06-24,2023-06-26,4
ORD02330,CUST0807,South,Chennai,P017,Business Strategy,Books,1,399,0.2,319.2,55.19,Standard,2023-08-11,2023-08-16,5
ORD02331,CUST0075,South,Bangalore,P015,Python Programming,Books,1,499,0.1,449.1,134.38,Standard,2023-09-19,2023-09-24,3
ORD02332,CUST0645,North,Chandigarh,P018,Cricket Bat,Sports,4,1499,0.2,4796.8,1802.25,Same Day,2023-04-06,2023-04-06,4
ORD02333,CUST0925,Central,Jabalpur,P002,Laptop Stand,Electronics,5,899,0.15,3820.75,1444.11,Express,2023-04-01,2023-04-03,5
ORD02334,CUST0383,South,Chennai,P007,Women's Kurta Set,Clothing,4,999,0,3996,868.71,Standard,2023-06-21,2023-06-26,3
ORD02335,CUST0186,West,Pune,P009,Yoga Pants,Clothing,1,899,0.1,809.1,268.44,Standard,2023-12-11,2023-12-16,3
ORD02336,CUST0433,East,Ranchi,P007,Women's Kurta Set,Clothing,3,999,0.15,2547.45,564.66,Express,2023-11-27,2023-11-29,5
ORD02337,CUST0361,South,Kochi,P009,Yoga Pants,Clothing,3,899,0,2697,657.6,Overnight,2023-01-28,2023-01-29,4
ORD02338,CUST0770,North,Jaipur,P015,Python Programming,Books,4,499,0.1,1796.4,319.04,Overnight,2024-06-19,2024-06-20,5
ORD02339,CUST0640,Central,Raipur,P019,Yoga Mat,Sports,1,699,0.1,629.1,218.82,Standard,2023-10-14,2023-10-19,5
ORD02340,CUST0663,North,Chandigarh,P017,Business Strategy,Books,2,399,0.05,758.1,135.58,Same Day,2023-05-21,2023-05-21,4
ORD02341,CUST0937,South,Bangalore,P002,Laptop Stand,Electronics,1,899,0.15,764.15,139.78,Overnight,2023-08-20,2023-08-21,5
ORD02342,CUST0697,North,Jaipur,P007,Women's Kurta Set,Clothing,1,999,0.1,899.1,288.72,Overnight,2024-03-06,2024-03-07,4
ORD02343,CUST0718,North,Amritsar,P008,Denim Jacket,Clothing,3,1799,0,5397,1822.12,Overnight,2024-05-04,2024-05-05,2
ORD02344,CUST0697,North,Jaipur,P001,Wireless Earbuds,Electronics,4,1299,0.2,4156.8,1561.03,Standard,2023-08-09,2023-08-14,5
ORD02345,CUST1190,South,Coimbatore,P014,Bedside Table,Furniture,5,3299,0.1,14845.5,2764.57,Standard,2024-03-29,2024-04-03,5
ORD02346,CUST0402,East,Patna,P007,Women's Kurta Set,Clothing,4,999,0.15,3396.6,837.09,Overnight,2023-05-12,2023-05-13,5
ORD02347,CUST1189,North,Jaipur,P017,Business Strategy,Books,4,399,0.05,1516.2,524.71,Overnight,2023-12-04,2023-12-05,3
ORD02348,CUST1172,West,Ahmedabad,P013,Study Table,Furniture,3,6999,0.1,18897.3,2781.82,Express,2023-10-04,2023-10-06,1
ORD02349,CUST0994,Central,Raipur,P017,Business Strategy,Books,5,399,0.1,1795.5,223.54,Standard,2023-11-02,2023-11-07,5
ORD02350,CUST0540,North,Jaipur,P010,Cotton Hoodie,Clothing,5,1299,0,6495,1603.83,Standard,2023-04-06,2023-04-11,4
ORD02351,CUST0711,North,Delhi,P016,Data Science Handbook,Books,5,699,0.1,3145.5,555.89,Standard,2023-10-23,2023-10-28,5
ORD02352,CUST1137,South,Bangalore,P019,Yoga Mat,Sports,1,699,0.05,664.05,225.17,Standard,2024-04-04,2024-04-09,4
ORD02353,CUST0035,South,Coimbatore,P008,Denim Jacket,Clothing,5,1799,0.15,7645.75,1697.24,Standard,2023-10-27,2023-11-01,5
ORD02354,CUST1099,West,Surat,P002,Laptop Stand,Electronics,4,899,0.05,3416.2,477.24,Overnight,2023-10-14,2023-10-15,1
ORD02355,CUST1108,South,Bangalore,P016,Data Science Handbook,Books,5,699,0.2,2796.0,349.62,Express,2023-08-30,2023-09-01,3
ORD02356,CUST0741,East,Bhubaneswar,P003,USB-C Hub,Electronics,3,699,0,2097,347.06,Express,2024-01-12,2024-01-14,4
ORD02357,CUST0587,West,Mumbai,P015,Python Programming,Books,3,499,0,1497,355.51,Same Day,2023-06-17,2023-06-17,5
ORD02358,CUST0853,East,Guwahati,P001,Wireless Earbuds,Electronics,2,1299,0.1,2338.2,334.58,Standard,2023-03-12,2023-03-17,3
ORD02359,CUST0512,East,Kolkata,P017,Business Strategy,Books,1,399,0,399,113.39,Standard,2023-08-09,2023-08-14,3
ORD02360,CUST1090,North,Jaipur,P007,Women's Kurta Set,Clothing,1,999,0.1,899.1,188.07,Standard,2024-02-22,2024-02-27,3
ORD02361,CUST0476,Central,Indore,P010,Cotton Hoodie,Clothing,1,1299,0,1299,372.24,Express,2024-05-09,2024-05-11,4
ORD02362,CUST0398,West,Pune,P015,Python Programming,Books,1,499,0.2,399.2,137.36,Standard,2024-02-13,2024-02-18,4
ORD02363,CUST0105,North,Chandigarh,P015,Python Programming,Books,3,499,0,1497,399.66,Standard,2023-08-19,2023-08-24,2
ORD02364,CUST0461,North,Chandigarh,P004,Mechanical Keyboard,Electronics,1,2499,0,2499,871.71,Express,2023-11-02,2023-11-04,4
ORD02365,CUST0277,North,Amritsar,P019,Yoga Mat,Sports,1,699,0,699,139.11,Standard,2023-11-07,2023-11-12,2
ORD02366,CUST1171,South,Chennai,P017,Business Strategy,Books,1,399,0.05,379.05,70.83,Overnight,2024-01-22,2024-01-23,4
ORD02367,CUST0762,North,Delhi,P003,USB-C Hub,Electronics,2,699,0.2,1118.4,281.15,Express,2023-04-01,2023-04-03,5
ORD02368,CUST0600,East,Patna,P015,Python Programming,Books,1,499,0.15,424.15,149.77,Express,2023-04-23,2023-04-25,3
ORD02369,CUST1192,West,Surat,P007,Women's Kurta Set,Clothing,2,999,0.1,1798.2,537.25,Express,2023-11-13,2023-11-15,5
ORD02370,CUST0615,East,Kolkata,P007,Women's Kurta Set,Clothing,5,999,0.15,4245.75,1202.16,Overnight,2023-09-27,2023-09-28,4
ORD02371,CUST0823,East,Ranchi,P010,Cotton Hoodie,Clothing,3,1299,0.05,3702.15,642.62,Express,2023-04-12,2023-04-14,3
ORD02372,CUST0499,West,Pune,P005,Webcam HD,Electronics,4,1599,0,6396,1731.95,Standard,2024-02-20,2024-02-25,5
ORD02373,CUST0760,South,Kochi,P008,Denim Jacket,Clothing,3,1799,0,5397,1043.54,Overnight,2023-10-31,2023-11-01,3
ORD02374,CUST0589,North,Jaipur,P012,Bookshelf 5-Tier,Furniture,4,4599,0.15,15636.6,3706.46,Same Day,2023-05-09,2023-05-09,4
ORD02375,CUST1145,West,Surat,P017,Business Strategy,Books,1,399,0,399,125.75,Express,2023-08-12,2023-08-14,4
ORD02376,CUST0399,South,Chennai,P004,Mechanical Keyboard,Electronics,3,2499,0,7497,1913.17,Standard,2023-02-09,2023-02-14,5
ORD02377,CUST0651,North,Chandigarh,P009,Yoga Pants,Clothing,3,899,0.25,2022.75,646.58,Standard,2024-06-12,2024-06-17,1
ORD02378,CUST1022,East,Bhubaneswar,P015,Python Programming,Books,1,499,0.05,474.05,76.28,Same Day,2024-04-19,2024-04-19,4
ORD02379,CUST1174,West,Pune,P001,Wireless Earbuds,Electronics,3,1299,0.1,3507.3,552.85,Same Day,2023-05-31,2023-05-31,5
ORD02380,CUST1168,East,Patna,P009,Yoga Pants,Clothing,1,899,0,899,149.39,Overnight,2023-06-11,2023-06-12,4
ORD02381,CUST0290,South,Chennai,P006,Men's Running Shoes,Clothing,5,1899,0.15,8070.75,1903.32,Standard,2023-05-26,2023-05-31,3
ORD02382,CUST0328,South,Kochi,P015,Python Programming,Books,5,499,0,2495,805.13,Express,2024-02-24,2024-02-26,3
ORD02383,CUST0320,North,Delhi,P015,Python Programming,Books,2,499,0.15,848.3,167.8,Standard,2023-12-12,2023-12-17,3
ORD02384,CUST0163,South,Hyderabad,P005,Webcam HD,Electronics,2,1599,0.15,2718.3,329.04,Express,2023-01-22,2023-01-24,3
ORD02385,CUST0262,West,Ahmedabad,P001,Wireless Earbuds,Electronics,1,1299,0,1299,385.74,Standard,2023-06-24,2023-06-29,5
ORD02386,CUST0968,East,Bhubaneswar,P007,Women's Kurta Set,Clothing,1,999,0.2,799.2,165.44,Standard,2024-01-31,2024-02-05,4
ORD02387,CUST1074,East,Ranchi,P014,Bedside Table,Furniture,4,3299,0,13196,2367.53,Standard,2023-04-19,2023-04-24,5
ORD02388,CUST0603,North,Delhi,P008,Denim Jacket,Clothing,2,1799,0.2,2878.4,701.8,Express,2023-03-09,2023-03-11,5
ORD02389,CUST0866,Central,Jabalpur,P015,Python Programming,Books,2,499,0.15,848.3,149.7,Standard,2023-05-16,2023-05-21,4
ORD02390,CUST0554,South,Hyderabad,P003,USB-C Hub,Electronics,2,699,0.2,1118.4,209.11,Overnight,2023-06-17,2023-06-18,3
ORD02391,CUST0944,North,Jaipur,P016,Data Science Handbook,Books,2,699,0,1398,489.94,Standard,2023-09-02,2023-09-07,4
ORD02392,CUST0235,South,Bangalore,P015,Python Programming,Books,2,499,0,998,316.5,Overnight,2023-07-04,2023-07-05,5
ORD02393,CUST0863,North,Lucknow,P016,Data Science Handbook,Books,1,699,0,699,153.41,Standard,2023-07-07,2023-07-12,4
ORD02394,CUST0015,North,Amritsar,P010,Cotton Hoodie,Clothing,3,1299,0,3897,740.4,Express,2023-08-12,2023-08-14,3
ORD02395,CUST0500,East,Guwahati,P017,Business Strategy,Books,1,399,0,399,145.56,Standard,2023-11-30,2023-12-05,4
ORD02396,CUST0310,North,Chandigarh,P008,Denim Jacket,Clothing,3,1799,0.15,4587.45,614.75,Standard,2023-11-12,2023-11-17,4
ORD02397,CUST0383,South,Chennai,P019,Yoga Mat,Sports,2,699,0,1398,506.85,Express,2023-04-23,2023-04-25,5
ORD02398,CUST0381,East,Patna,P004,Mechanical Keyboard,Electronics,1,2499,0.15,2124.15,678.27,Standard,2023-03-09,2023-03-14,5
ORD02399,CUST0720,East,Ranchi,P016,Data Science Handbook,Books,3,699,0,2097,627.56,Express,2023-11-06,2023-11-08,4
ORD02400,CUST1019,West,Pune,P017,Business Strategy,Books,5,399,0.15,1695.75,306.71,Same Day,2024-01-07,2024-01-07,4
ORD02401,CUST1009,West,Surat,P015,Python Programming,Books,2,499,0.05,948.1,261.8,Overnight,2024-05-26,2024-05-27,5
ORD02402,CUST0235,South,Bangalore,P014,Bedside Table,Furniture,2,3299,0,6598,2031.07,Standard,2023-10-06,2023-10-11,3
ORD02403,CUST0332,Central,Raipur,P006,Men's Running Shoes,Clothing,4,1899,0.15,6456.6,1503.92,Standard,2023-11-12,2023-11-17,3
ORD02404,CUST0250,South,Kochi,P017,Business Strategy,Books,2,399,0.1,718.2,116.3,Express,2023-05-08,2023-05-10,5
ORD02405,CUST0279,South,Kochi,P017,Business Strategy,Books,5,399,0,1995,323.15,Standard,2023-07-27,2023-08-01,3
ORD02406,CUST0906,North,Delhi,P015,Python Programming,Books,2,499,0,998,178.34,Standard,2023-06-26,2023-07-01,5
ORD02407,CUST0217,South,Kochi,P016,Data Science Handbook,Books,2,699,0.2,1118.4,323.31,Express,2024-01-18,2024-01-20,5
ORD02408,CUST0188,West,Nagpur,P004,Mechanical Keyboard,Electronics,4,2499,0.05,9496.2,1760.2,Express,2023-04-28,2023-04-30,1
ORD02409,CUST1075,South,Chennai,P002,Laptop Stand,Electronics,5,899,0,4495,733.81,Standard,2023-06-26,2023-07-01,4
ORD02410,CUST0874,Central,Indore,P006,Men's Running Shoes,Clothing,3,1899,0,5697,1027.5,Overnight,2023-08-13,2023-08-14,5
ORD02411,CUST0362,East,Guwahati,P013,Study Table,Furniture,4,6999,0.05,26596.2,8922.35,Standard,2023-05-06,2023-05-11,3
ORD02412,CUST0532,East,Patna,P003,USB-C Hub,Electronics,2,699,0.05,1328.1,321.74,Standard,2023-10-16,2023-10-21,3
ORD02413,CUST0184,West,Pune,P005,Webcam HD,Electronics,3,1599,0.15,4077.45,977.19,Standard,2023-05-23,2023-05-28,5
ORD02414,CUST1114,North,Jaipur,P005,Webcam HD,Electronics,3,1599,0.05,4557.15,726.29,Overnight,2023-06-23,2023-06-24,4
ORD02415,CUST0816,West,Mumbai,P010,Cotton Hoodie,Clothing,5,1299,0,6495,1347.01,Overnight,2023-09-28,2023-09-29,1
ORD02416,CUST0016,North,Chandigarh,P013,Study Table,Furniture,5,6999,0.2,27996.0,3978.84,Overnight,2023-12-05,2023-12-06,4
ORD02417,CUST0946,North,Jaipur,P014,Bedside Table,Furniture,4,3299,0,13196,4367.08,Standard,2023-08-07,2023-08-12,5
ORD02418,CUST0212,West,Pune,P008,Denim Jacket,Clothing,3,1799,0.15,4587.45,1236.51,Same Day,2023-08-19,2023-08-19,3
ORD02419,CUST0012,East,Guwahati,P007,Women's Kurta Set,Clothing,2,999,0.05,1898.1,612.13,Overnight,2023-01-17,2023-01-18,4
ORD02420,CUST0336,West,Mumbai,P009,Yoga Pants,Clothing,2,899,0.15,1528.3,248.33,Standard,2024-03-02,2024-03-07,5
ORD02421,CUST0973,South,Chennai,P015,Python Programming,Books,2,499,0,998,293.31,Standard,2023-03-23,2023-03-28,5
ORD02422,CUST1013,West,Mumbai,P007,Women's Kurta Set,Clothing,3,999,0.25,2247.75,799.41,Standard,2024-06-03,2024-06-08,5
ORD02423,CUST0303,North,Jaipur,P016,Data Science Handbook,Books,4,699,0.15,2376.6,543.52,Express,2023-11-02,2023-11-04,5
ORD02424,CUST0459,West,Surat,P001,Wireless Earbuds,Electronics,4,1299,0.1,4676.4,934.23,Standard,2023-03-24,2023-03-29,5
ORD02425,CUST0571,South,Hyderabad,P009,Yoga Pants,Clothing,1,899,0.15,764.15,110.99,Standard,2024-01-25,2024-01-30,4
ORD02426,CUST0794,North,Jaipur,P009,Yoga Pants,Clothing,3,899,0.1,2427.3,680.83,Express,2023-04-08,2023-04-10,4
ORD02427,CUST0984,North,Jaipur,P003,USB-C Hub,Electronics,2,699,0.15,1188.3,153.42,Standard,2024-03-13,2024-03-18,5
ORD02428,CUST0053,North,Delhi,P010,Cotton Hoodie,Clothing,3,1299,0,3897,726.51,Standard,2024-02-12,2024-02-17,5
ORD02429,CUST1199,North,Lucknow,P006,Men's Running Shoes,Clothing,5,1899,0.1,8545.5,2911.44,Same Day,2023-11-28,2023-11-28,4
ORD02430,CUST0925,Central,Jabalpur,P013,Study Table,Furniture,3,6999,0.15,17847.45,6380.36,Express,2024-03-26,2024-03-28,2
ORD02431,CUST0527,South,Hyderabad,P009,Yoga Pants,Clothing,1,899,0,899,288.0,Same Day,2023-09-25,2023-09-25,4
ORD02432,CUST0702,North,Lucknow,P017,Business Strategy,Books,4,399,0,1596,465.74,Overnight,2024-06-03,2024-06-04,3
ORD02433,CUST0260,West,Pune,P003,USB-C Hub,Electronics,2,699,0,1398,411.43,Express,2023-11-05,2023-11-07,2
ORD02434,CUST0343,West,Pune,P010,Cotton Hoodie,Clothing,4,1299,0.25,3897.0,818.68,Standard,2023-08-26,2023-08-31,4
ORD02435,CUST0807,South,Chennai,P019,Yoga Mat,Sports,3,699,0.15,1782.45,528.25,Overnight,2024-06-11,2024-06-12,5
ORD02436,CUST0803,North,Lucknow,P003,USB-C Hub,Electronics,5,699,0.05,3320.25,407.46,Standard,2024-01-17,2024-01-22,2
ORD02437,CUST0640,Central,Raipur,P007,Women's Kurta Set,Clothing,3,999,0.2,2397.6,526.71,Same Day,2023-06-29,2023-06-29,4
ORD02438,CUST0176,East,Bhubaneswar,P001,Wireless Earbuds,Electronics,1,1299,0.05,1234.05,277.22,Standard,2024-05-09,2024-05-14,4
ORD02439,CUST0749,East,Kolkata,P016,Data Science Handbook,Books,2,699,0,1398,358.2,Express,2023-03-23,2023-03-25,4
ORD02440,CUST0701,Central,Bhopal,P002,Laptop Stand,Electronics,5,899,0.1,4045.5,975.24,Express,2024-02-05,2024-02-07,5
ORD02441,CUST0036,Central,Jabalpur,P004,Mechanical Keyboard,Electronics,2,2499,0,4998,1893.26,Standard,2023-11-03,2023-11-08,2
ORD02442,CUST0932,West,Ahmedabad,P008,Denim Jacket,Clothing,3,1799,0.1,4857.3,1190.76,Standard,2024-02-11,2024-02-16,3
ORD02443,CUST1005,Central,Jabalpur,P015,Python Programming,Books,5,499,0,2495,726.48,Standard,2024-06-24,2024-06-29,5
ORD02444,CUST0372,East,Ranchi,P016,Data Science Handbook,Books,3,699,0,2097,386.79,Standard,2023-01-27,2023-02-01,5
ORD02445,CUST0063,North,Chandigarh,P007,Women's Kurta Set,Clothing,3,999,0.15,2547.45,574.5,Overnight,2023-02-23,2023-02-24,5
ORD02446,CUST0585,South,Kochi,P007,Women's Kurta Set,Clothing,4,999,0.1,3596.4,776.95,Standard,2023-03-31,2023-04-05,5
ORD02447,CUST0985,North,Delhi,P007,Women's Kurta Set,Clothing,1,999,0.05,949.05,202.66,Standard,2023-12-21,2023-12-26,5
