customer_id,frequency,monetary,avg_rating,last_order,first_order,segment,R_score,F_score,M_score,RFM_score
CUST0153,6,14319.5,4.0,2024-05-11,2023-03-25,Medium Value,2,2,2,6
CUST0005,9,31088.7,4.33,2024-06-14,2023-03-29,Medium Value,4,4,4,12
CUST0185,8,35829.9,3.75,2024-06-06,2023-04-29,Medium Value,4,4,4,12
CUST0231,13,41089.0,3.69,2024-04-16,2023-01-30,Medium Value,5,5,5,15
CUST0767,10,25569.5,4.4,2024-04-13,2023-02-01,Medium Value,3,5,3,11
CUST0774,6,47411.0,4.33,2024-05-17,2023-01-15,Medium Value,5,2,5,12
CUST0241,4,13753.95,3.75,2024-02-25,2023-01-24,Low Value,1,1,1,3
CUST0463,7,16124.9,4.43,2024-06-06,2023-02-19,Medium Value,2,3,2,7
CUST0283,9,31010.5,3.89,2024-04-29,2023-04-01,Medium Value,4,4,4,12
CUST0256,8,33998.85,3.88,2024-03-13,2023-02-13,Medium Value,4,4,4,12
CUST0709,4,10620.5,3.75,2023-11-26,2023-02-06,Low Value,1,1,1,3
CUST0006,9,24274.2,4.11,2024-05-12,2023-02-01,Medium Value,3,4,3,10
CUST0143,5,12368.1,4.4,2024-01-14,2023-01-15,Low Value,1,1,1,3
CUST0644,5,27744.7,3.2,2024-05-27,2023-02-11,Low Value,4,1,4,9
CUST0140,8,26135.3,4.0,2024-04-01,2023-03-14,Medium Value,3,4,3,10
CUST0191,10,28588.5,3.9,2024-06-13,2023-02-25,Medium Value,4,5,4,13
CUST0875,7,22642.45,3.71,2024-03-02,2023-01-30,Medium Value,3,3,3,9
CUST1162,10,71790.1,4.4,2024-04-20,2023-01-22,Medium Value,5,5,5,15
CUST0089,4,16743.75,3.5,2024-01-08,2023-03-04,Low Value,2,1,2,5
CUST0629,9,34458.1,4.22,2024-04-26,2023-03-06,Medium Value,4,4,4,12
CUST0512,5,18974.7,3.4,2024-04-24,2023-08-09,Low Value,2,1,2,5
CUST0568,5,16504.85,4.2,2024-03-30,2023-04-12,Low Value,2,1,2,5
CUST1106,13,30118.55,3.85,2024-06-04,2023-01-26,Medium Value,4,5,4,13
CUST0715,6,26995.2,3.67,2024-04-03,2023-05-30,Medium Value,4,2,4,10
CUST0152,9,27859.9,3.44,2024-05-10,2023-01-15,Medium Value,4,4,4,12
CUST1179,13,45196.75,4.08,2024-06-08,2023-01-07,Medium Value,5,5,5,15
CUST0605,6,22338.75,4.17,2024-05-26,2023-01-18,Medium Value,3,2,3,8
CUST0769,10,23096.4,4.1,2024-06-22,2023-01-07,Medium Value,3,5,3,11
CUST0886,6,28029.15,4.0,2024-04-29,2023-02-10,Medium Value,4,2,4,10
CUST0300,9,29815.45,4.11,2024-05-24,2023-02-11,Medium Value,4,4,4,12
CUST0095,9,18673.05,3.56,2024-06-05,2023-04-05,Medium Value,2,4,2,8
CUST1074,6,29364.35,4.33,2024-04-19,2023-04-19,Medium Value,4,2,4,10
CUST1024,11,25313.1,4.0,2024-03-16,2023-04-20,Medium Value,3,5,3,11
CUST0854,5,12901.35,4.2,2024-03-19,2023-02-15,Low Value,1,1,1,3
CUST0390,9,25158.4,3.89,2024-05-27,2023-03-08,Medium Value,3,4,3,10
CUST0801,6,19640.0,3.33,2024-03-04,2023-04-04,Medium Value,3,2,3,8
CUST0616,5,11443.1,4.0,2024-01-01,2023-01-06,Low Value,1,1,1,3
CUST0727,13,26928.75,3.54,2024-05-16,2023-01-27,Medium Value,4,5,4,13
CUST1003,8,19345.0,3.88,2024-01-25,2023-01-26,Medium Value,2,4,2,8
CUST0237,7,20283.8,4.43,2024-05-04,2023-03-30,Medium Value,3,3,3,9
CUST0468,4,8634.55,3.5,2024-06-06,2023-02-21,Low Value,1,1,1,3
CUST0706,4,13180.8,4.5,2024-06-24,2023-05-22,Low Value,1,1,1,3
CUST0586,8,44284.35,4.0,2024-06-05,2023-06-09,Medium Value,5,4,5,14
CUST0902,12,56663.35,3.58,2024-05-15,2023-01-06,Medium Value,5,5,5,15
CUST0386,6,28237.05,3.83,2024-04-15,2023-02-06,Medium Value,4,2,4,10
CUST0855,11,32051.55,4.18,2024-05-14,2023-02-20,Medium Value,4,5,4,13
CUST1122,8,20678.4,4.13,2024-03-15,2023-02-11,Medium Value,3,4,3,10
CUST0552,7,22106.35,3.71,2024-03-27,2023-05-16,Medium Value,3,3,3,9
CUST0791,10,57339.3,4.0,2024-05-11,2023-02-05,Medium Value,5,5,5,15
CUST0214,12,30146.6,3.75,2024-06-06,2023-02-01,Medium Value,4,5,4,13
CUST0895,6,14703.3,4.17,2024-06-08,2023-03-31,Medium Value,2,2,2,6
CUST1019,6,22632.25,3.67,2024-03-02,2023-04-10,Medium Value,3,2,3,8
CUST0046,4,25819.35,3.25,2024-01-31,2023-05-04,Low Value,3,1,3,7
CUST0819,7,31671.8,3.86,2024-06-16,2023-02-19,Medium Value,4,3,4,11
CUST0776,9,37623.05,4.0,2024-05-12,2023-01-09,Medium Value,5,4,5,14
CUST0723,5,16620.05,4.8,2024-02-22,2023-03-17,Low Value,2,1,2,5
CUST0453,7,18688.7,4.0,2024-04-28,2023-01-31,Medium Value,2,3,2,7
CUST0226,7,26521.1,3.86,2023-11-26,2023-01-10,Medium Value,4,3,4,11
CUST0149,8,26610.55,3.38,2024-05-14,2023-05-20,Medium Value,4,4,4,12
CUST1118,6,40110.2,3.5,2024-02-12,2023-01-19,Medium Value,5,2,5,12
CUST0491,9,37120.05,3.67,2024-05-21,2023-02-07,Medium Value,5,4,5,14
CUST0017,5,36002.9,3.6,2023-10-16,2023-02-28,Low Value,4,1,4,9
CUST1150,9,23046.1,3.67,2024-06-23,2023-01-07,Medium Value,3,4,3,10
CUST0234,7,14716.3,3.57,2024-03-28,2023-02-20,Medium Value,2,3,2,7
CUST0202,6,12635.0,4.0,2024-06-24,2023-02-07,Medium Value,1,2,1,4
CUST1075,6,17569.7,3.67,2024-03-11,2023-02-16,Medium Value,2,2,2,6
CUST0205,4,8766.75,4.0,2024-05-26,2023-08-11,Low Value,1,1,1,3
CUST1194,6,37590.45,4.5,2024-05-06,2023-05-13,Medium Value,5,2,5,12
CUST0200,5,10646.15,3.8,2024-04-10,2023-05-01,Low Value,1,1,1,3
CUST0066,8,57954.25,4.0,2024-03-30,2023-05-24,Medium Value,5,4,5,14
CUST0861,10,23348.2,3.9,2024-06-01,2023-03-07,Medium Value,3,5,3,11
CUST0115,8,20890.35,3.63,2024-06-17,2023-03-12,Medium Value,3,4,3,10
CUST0313,10,26304.3,3.3,2024-06-19,2023-01-07,Medium Value,4,5,4,13
CUST0858,5,15000.3,3.8,2024-01-08,2023-05-08,Low Value,2,1,2,5
CUST0887,8,31763.3,4.25,2024-04-18,2023-01-08,Medium Value,4,4,4,12
CUST1038,8,27950.8,4.13,2024-06-13,2023-06-01,Medium Value,4,4,4,12
CUST0268,11,41565.9,3.64,2024-05-07,2023-02-08,Medium Value,5,5,5,15
CUST0195,15,63375.65,4.27,2024-06-20,2023-01-12,High Value,5,5,5,15
CUST0851,9,33611.85,4.11,2024-06-01,2023-01-19,Medium Value,4,4,4,12
CUST0051,7,65050.0,4.14,2024-06-19,2023-02-19,Medium Value,5,3,5,13
CUST1138,6,12529.2,3.67,2023-12-19,2023-04-09,Medium Value,1,2,1,4
CUST0700,10,45932.6,4.4,2024-05-29,2023-02-25,Medium Value,5,5,5,15
CUST0701,7,22792.9,4.29,2024-06-21,2023-04-29,Medium Value,3,3,3,9
CUST0555,7,23322.3,4.29,2024-02-20,2023-02-23,Medium Value,3,3,3,9
CUST0610,7,18099.35,3.14,2024-06-13,2023-02-21,Medium Value,2,3,2,7
CUST0445,7,25072.75,4.43,2024-05-15,2023-01-11,Medium Value,3,3,3,9
CUST1183,10,21651.7,3.9,2024-05-11,2023-02-04,Medium Value,3,5,3,11
CUST0336,9,31418.05,4.67,2024-03-02,2023-01-13,Medium Value,4,4,4,12
CUST0009,6,18303.95,4.0,2024-05-24,2023-02-22,Medium Value,2,2,2,6
CUST0478,3,15785.85,4.0,2023-11-13,2023-07-31,Low Value,2,1,2,5
CUST0931,13,40083.0,3.62,2024-06-15,2023-01-30,Medium Value,5,5,5,15
CUST0747,7,12584.7,4.29,2024-05-08,2023-05-06,Medium Value,1,3,1,5
CUST0278,7,33865.05,3.86,2024-06-05,2023-01-10,Medium Value,4,3,4,11
CUST0977,9,31498.55,3.56,2024-06-22,2023-02-20,Medium Value,4,4,4,12
CUST0544,5,13184.3,4.2,2024-05-19,2023-01-23,Low Value,1,1,1,3
CUST0401,11,52019.2,4.0,2024-04-16,2023-02-10,Medium Value,5,5,5,15
CUST0984,13,71786.9,4.38,2024-03-13,2023-02-10,Medium Value,5,5,5,15
CUST0650,7,26763.8,3.71,2024-04-04,2023-02-07,Medium Value,4,3,4,11
CUST0541,9,24224.5,4.33,2024-05-11,2023-01-19,Medium Value,3,4,3,10
CUST0682,11,35149.7,3.91,2024-06-13,2023-01-27,Medium Value,4,5,4,13
CUST0624,10,27281.7,3.6,2024-06-16,2023-01-24,Medium Value,4,5,4,13
CUST0557,5,10960.9,4.6,2023-09-30,2023-03-05,Low Value,1,1,1,3
CUST0982,12,44043.8,3.58,2024-06-24,2023-01-31,Medium Value,5,5,5,15
CUST0429,6,25219.8,4.0,2024-03-05,2023-08-15,Medium Value,3,2,3,8
CUST0084,11,33531.25,4.27,2024-06-05,2023-01-06,Medium Value,4,5,4,13
CUST0174,4,15871.95,3.75,2024-05-22,2023-04-06,Low Value,2,1,2,5
CUST0718,9,36103.2,3.0,2024-05-27,2023-02-02,Medium Value,4,4,4,12
CUST0307,6,10995.05,4.17,2024-04-24,2023-01-26,Medium Value,1,2,1,4
CUST1123,9,41091.85,3.89,2024-05-13,2023-06-29,Medium Value,5,4,5,14
CUST0148,14,47471.5,4.14,2024-05-16,2023-01-15,Medium Value,5,5,5,15
CUST0129,9,17724.6,3.56,2024-06-08,2023-01-18,Medium Value,2,4,2,8
CUST0631,8,32315.1,3.75,2024-05-26,2023-01-29,Medium Value,4,4,4,12
CUST0135,9,39579.6,3.33,2024-05-09,2023-03-07,Medium Value,5,4,5,14
CUST0321,6,12836.75,4.33,2024-04-27,2023-02-22,Medium Value,1,2,1,4
CUST0018,7,34825.0,3.57,2024-04-02,2023-01-07,Medium Value,4,3,4,11
CUST0591,7,16059.0,4.14,2024-03-23,2023-05-02,Medium Value,2,3,2,7
CUST0848,8,32540.0,3.88,2024-04-07,2023-04-15,Medium Value,4,4,4,12
CUST0928,13,77117.1,3.92,2024-05-24,2023-04-06,Medium Value,5,5,5,15
CUST0127,5,35003.35,3.8,2024-05-04,2023-01-09,Low Value,4,1,4,9
CUST0044,10,28308.15,3.9,2024-06-13,2023-03-05,Medium Value,4,5,4,13
CUST1040,11,48473.75,4.18,2024-06-20,2023-02-08,Medium Value,5,5,5,15
CUST1129,6,41773.2,3.0,2024-06-21,2023-01-16,Medium Value,5,2,5,12
CUST0094,4,10807.45,4.0,2023-08-01,2023-02-23,Low Value,1,1,1,3
CUST0585,11,44406.65,3.82,2024-06-11,2023-01-11,Medium Value,5,5,5,15
CUST0601,6,28221.0,3.67,2024-03-23,2023-01-15,Medium Value,4,2,4,10
CUST0698,6,15523.85,4.5,2024-02-29,2023-04-07,Medium Value,2,2,2,6
CUST0951,7,22738.4,4.14,2024-06-06,2023-04-13,Medium Value,3,3,3,9
CUST0414,6,14759.35,4.33,2024-02-18,2023-01-29,Medium Value,2,2,2,6
CUST0959,9,52594.15,3.78,2024-03-01,2023-02-15,Medium Value,5,4,5,14
CUST0317,6,15724.3,3.83,2024-05-11,2023-01-24,Medium Value,2,2,2,6
CUST0740,8,38691.6,4.13,2024-04-11,2023-01-16,Medium Value,5,4,5,14
CUST0936,2,8362.9,4.5,2024-05-13,2024-03-04,Low Value,1,1,1,3
CUST0479,9,88600.35,3.56,2024-06-04,2023-05-14,Medium Value,5,4,5,14
CUST0761,4,18425.7,4.0,2023-10-31,2023-03-12,Low Value,2,1,2,5
CUST0113,12,36444.0,3.83,2024-06-09,2023-01-22,Medium Value,4,5,4,13
CUST0899,5,9363.8,4.2,2024-03-19,2023-04-04,Low Value,1,1,1,3
CUST0970,6,19409.95,3.5,2023-11-21,2023-02-12,Medium Value,2,2,2,6
CUST0722,6,7283.05,3.83,2024-06-04,2023-08-02,Medium Value,1,2,1,4
CUST0941,6,18958.8,3.83,2024-03-05,2023-03-28,Medium Value,2,2,2,6
CUST0538,3,14384.15,3.67,2024-04-25,2023-06-18,Low Value,2,1,2,5
CUST1023,2,2921.55,5.0,2023-12-19,2023-06-27,Low Value,1,1,1,3
CUST0486,10,39425.35,4.3,2024-02-28,2023-01-11,Medium Value,5,5,5,15
CUST0092,4,7603.7,3.75,2023-10-18,2023-01-06,Low Value,1,1,1,3
CUST1057,8,20123.1,4.13,2024-06-17,2023-01-06,Medium Value,3,4,3,10
CUST0379,5,20272.6,3.8,2024-06-15,2023-03-02,Low Value,3,1,3,7
CUST0593,10,29835.4,3.9,2024-04-18,2023-01-06,Medium Value,4,5,4,13
CUST0047,7,15685.35,4.43,2024-05-10,2023-04-16,Medium Value,2,3,2,7
CUST0877,7,24951.5,3.29,2024-01-12,2023-04-18,Medium Value,3,3,3,9
CUST0863,8,24045.1,2.63,2024-05-06,2023-03-16,Medium Value,3,4,3,10
CUST0156,4,16213.15,4.25,2024-03-16,2023-09-05,Low Value,2,1,2,5
CUST0689,8,14362.6,4.63,2024-06-12,2023-01-29,Medium Value,2,4,2,8
CUST0500,11,38206.6,4.0,2023-12-12,2023-01-08,Medium Value,5,5,5,15
CUST1155,5,8287.6,3.4,2023-11-30,2023-06-17,Low Value,1,1,1,3
CUST0138,6,23597.7,4.17,2024-03-03,2023-01-10,Medium Value,3,2,3,8
CUST0110,6,32151.2,4.5,2024-03-11,2023-01-10,Medium Value,4,2,4,10
CUST0282,8,22003.85,4.25,2024-06-20,2023-01-08,Medium Value,3,4,3,10
CUST1030,10,24114.7,3.6,2024-06-20,2023-01-28,Medium Value,3,5,3,11
CUST0771,5,24936.35,4.2,2024-03-01,2023-06-28,Low Value,3,1,3,7
CUST0596,6,77156.1,4.0,2024-05-09,2023-02-24,Medium Value,5,2,5,12
CUST0188,8,43354.45,3.13,2024-05-30,2023-03-20,Medium Value,5,4,5,14
CUST0412,6,16634.7,3.5,2024-01-01,2023-05-19,Medium Value,2,2,2,6
CUST0539,6,12704.6,4.0,2024-06-20,2023-05-14,Medium Value,1,2,1,4
CUST0599,9,79162.95,3.89,2024-05-05,2023-04-01,Medium Value,5,4,5,14
CUST0245,4,15324.2,2.75,2023-10-30,2023-08-11,Low Value,2,1,2,5
CUST0471,8,23203.15,3.88,2024-03-26,2023-05-06,Medium Value,3,4,3,10
CUST0155,9,21801.35,3.56,2024-04-28,2023-04-01,Medium Value,3,4,3,10
CUST0939,9,25481.55,3.89,2024-06-18,2023-01-16,Medium Value,3,4,3,10
CUST0325,8,27352.9,3.88,2024-03-27,2023-01-11,Medium Value,4,4,4,12
CUST1085,12,35659.65,4.08,2024-06-21,2023-01-14,Medium Value,4,5,4,13
CUST1170,7,24192.3,4.14,2024-02-01,2023-04-07,Medium Value,3,3,3,9
CUST0816,10,30257.2,3.9,2024-05-31,2023-02-06,Medium Value,4,5,4,13
CUST0357,11,51780.5,4.36,2024-06-22,2023-02-25,Medium Value,5,5,5,15
CUST0879,7,21068.4,3.57,2023-12-22,2023-05-21,Medium Value,3,3,3,9
CUST0360,6,25299.1,4.0,2024-06-17,2023-01-16,Medium Value,3,2,3,8
CUST1148,11,55382.95,3.64,2024-06-04,2023-02-05,Medium Value,5,5,5,15
CUST0642,10,31046.2,3.8,2024-03-22,2023-02-04,Medium Value,4,5,4,13
CUST0927,9,40284.35,4.11,2024-03-31,2023-01-23,Medium Value,5,4,5,14
CUST0339,5,34962.8,4.2,2024-06-23,2023-05-28,Low Value,4,1,4,9
CUST0839,7,21961.0,3.29,2024-03-18,2023-01-26,Medium Value,3,3,3,9
CUST0898,4,6982.55,4.25,2024-02-26,2023-01-08,Low Value,1,1,1,3
CUST0040,3,8792.2,4.33,2023-06-30,2023-04-20,Low Value,1,1,1,3
CUST0014,4,17061.75,4.0,2024-05-07,2023-02-25,Low Value,2,1,2,5
CUST1011,11,47372.25,3.64,2024-05-14,2023-07-20,Medium Value,5,5,5,15
CUST0286,7,16792.65,4.0,2024-04-04,2023-02-02,Medium Value,2,3,2,7
CUST0540,7,32420.6,3.57,2024-06-15,2023-04-06,Medium Value,4,3,4,11
CUST0121,8,14500.05,3.63,2024-02-19,2023-02-07,Medium Value,2,4,2,8
CUST1200,15,56373.25,3.4,2024-03-28,2023-06-11,High Value,5,5,5,15
CUST1073,6,32712.25,3.67,2024-03-04,2023-02-01,Medium Value,4,2,4,10
CUST0033,5,17931.7,4.6,2023-11-23,2023-01-29,Low Value,2,1,2,5
CUST0025,13,57114.15,3.85,2024-03-31,2023-03-02,Medium Value,5,5,5,15
CUST0235,11,26751.55,4.18,2024-06-22,2023-04-02,Medium Value,4,5,4,13
CUST0633,10,69105.1,3.9,2024-04-17,2023-04-10,Medium Value,5,5,5,15
CUST0829,4,15499.8,3.5,2023-12-24,2023-02-28,Low Value,2,1,2,5
CUST0159,6,21324.95,3.83,2024-05-12,2023-02-24,Medium Value,3,2,3,8
CUST0255,7,14491.25,3.43,2024-06-07,2023-01-19,Medium Value,2,3,2,7
CUST0878,7,31215.45,4.0,2024-04-04,2023-02-18,Medium Value,4,3,4,11
CUST0846,6,17555.7,4.5,2024-03-19,2023-02-04,Medium Value,2,2,2,6
CUST0622,9,33248.0,4.22,2024-03-20,2023-03-21,Medium Value,4,4,4,12
CUST0483,6,17405.85,3.17,2024-05-16,2023-05-04,Medium Value,2,2,2,6
CUST0890,7,23636.1,3.86,2024-04-18,2023-01-31,Medium Value,3,3,3,9
CUST1012,6,55586.0,3.67,2024-03-31,2023-01-17,Medium Value,5,2,5,12
CUST0071,6,27355.05,4.33,2024-03-10,2023-02-05,Medium Value,4,2,4,10
CUST1104,4,5992.75,3.0,2023-10-19,2023-01-21,Low Value,1,1,1,3
CUST0753,7,16090.25,4.29,2024-05-15,2023-02-20,Medium Value,2,3,2,7
CUST0961,9,25887.8,3.56,2024-02-14,2023-01-29,Medium Value,3,4,3,10
CUST1186,10,27253.7,4.0,2024-04-15,2023-05-04,Medium Value,4,5,4,13
CUST0859,6,11592.75,3.83,2024-05-30,2023-05-25,Medium Value,1,2,1,4
CUST0350,8,31826.1,3.88,2024-03-13,2023-02-07,Medium Value,4,4,4,12
CUST0772,9,29461.5,4.11,2024-05-26,2023-03-21,Medium Value,4,4,4,12
CUST0474,6,14635.0,2.67,2024-03-30,2023-02-18,Medium Value,2,2,2,6
CUST1152,9,32689.3,4.11,2024-06-22,2023-03-26,Medium Value,4,4,4,12
CUST0901,2,3106.65,2.5,2024-06-14,2023-03-03,Low Value,1,1,1,3
CUST0392,9,41274.6,3.78,2024-06-16,2023-03-25,Medium Value,5,4,5,14
CUST0806,5,18334.9,3.6,2024-06-23,2023-05-17,Low Value,2,1,2,5
CUST0103,8,48182.05,4.25,2024-03-20,2023-02-02,Medium Value,5,4,5,14
CUST0632,9,19332.25,3.89,2024-06-05,2023-02-18,Medium Value,2,4,2,8
CUST0985,10,62005.0,4.3,2024-06-16,2023-02-04,Medium Value,5,5,5,15
CUST0926,8,26693.45,3.5,2024-05-04,2023-02-05,Medium Value,4,4,4,12
CUST0292,9,43734.2,4.0,2024-03-14,2023-03-14,Medium Value,5,4,5,14
CUST0502,8,26352.15,3.5,2024-05-04,2023-05-17,Medium Value,4,4,4,12
CUST0841,4,9712.35,2.5,2024-05-20,2023-06-10,Low Value,1,1,1,3
CUST1185,6,8209.85,3.67,2024-05-10,2023-02-05,Medium Value,1,2,1,4
CUST1144,5,20487.2,3.2,2024-05-27,2023-06-19,Low Value,3,1,3,7
CUST1130,9,14803.8,3.44,2024-04-22,2023-02-01,Medium Value,2,4,2,8
CUST0098,11,34227.85,3.82,2024-02-21,2023-02-13,Medium Value,4,5,4,13
CUST0566,8,23376.7,4.63,2024-05-06,2023-02-11,Medium Value,3,4,3,10
CUST0298,7,15496.1,3.86,2023-12-01,2023-01-21,Medium Value,2,3,2,7
CUST0218,7,23465.4,3.43,2024-01-19,2023-02-14,Medium Value,3,3,3,9
CUST1103,3,6056.2,4.0,2023-11-16,2023-01-07,Low Value,1,1,1,3
CUST0359,4,21884.7,4.25,2023-12-28,2023-06-20,Low Value,3,1,3,7
CUST0697,10,51028.9,3.5,2024-05-23,2023-04-12,Medium Value,5,5,5,15
CUST1193,13,41621.75,3.69,2024-06-06,2023-01-11,Medium Value,5,5,5,15
CUST1005,7,16365.85,4.0,2024-06-24,2023-02-13,Medium Value,2,3,2,7
CUST0923,13,31634.45,3.69,2024-05-27,2023-04-12,Medium Value,4,5,4,13
CUST0421,7,26896.25,3.71,2024-05-23,2023-02-08,Medium Value,4,3,4,11
CUST0741,4,15683.75,4.5,2024-04-23,2023-09-22,Low Value,2,1,2,5
CUST0581,8,35486.75,3.63,2024-04-21,2023-02-22,Medium Value,4,4,4,12
CUST0454,5,8068.95,4.6,2024-03-31,2023-06-02,Low Value,1,1,1,3
CUST0085,7,16594.15,4.57,2024-05-24,2023-01-24,Medium Value,2,3,2,7
CUST0436,8,31556.65,3.38,2024-04-06,2023-02-06,Medium Value,4,4,4,12
CUST0230,8,37651.8,3.25,2024-03-17,2023-05-29,Medium Value,5,4,5,14
CUST1016,7,46663.55,4.0,2024-04-21,2023-04-12,Medium Value,5,3,5,13
CUST0288,8,24920.35,3.38,2024-05-28,2023-02-04,Medium Value,3,4,3,10
CUST0090,9,50750.25,3.89,2024-06-12,2023-01-07,Medium Value,5,4,5,14
CUST0137,7,23527.25,2.71,2024-05-28,2023-02-25,Medium Value,3,3,3,9
CUST1027,7,21806.1,3.57,2024-06-05,2023-02-17,Medium Value,3,3,3,9
CUST0042,5,10599.0,4.2,2023-12-17,2023-02-05,Low Value,1,1,1,3
CUST0391,8,23423.25,4.13,2024-06-10,2023-05-04,Medium Value,3,4,3,10
CUST0249,2,3135.8,4.0,2024-02-18,2023-05-05,Low Value,1,1,1,3
CUST0831,7,14057.95,3.71,2024-05-10,2023-02-07,Medium Value,2,3,2,7
CUST0973,6,11666.25,3.83,2023-11-29,2023-03-23,Medium Value,1,2,1,4
CUST0737,5,43671.0,4.0,2024-06-03,2023-01-29,Low Value,5,1,5,11
CUST0563,6,10376.2,4.0,2024-05-20,2023-03-04,Medium Value,1,2,1,4
CUST0208,14,43849.0,4.07,2024-06-13,2023-03-08,Medium Value,5,5,5,15
CUST0099,9,58999.5,3.67,2024-06-10,2023-01-06,Medium Value,5,4,5,14
CUST0760,8,33251.55,4.13,2024-06-24,2023-04-13,Medium Value,4,4,4,12
CUST0349,5,15290.95,4.0,2024-01-05,2023-01-31,Low Value,2,1,2,5
CUST0499,5,17408.6,4.4,2024-02-20,2023-06-10,Low Value,2,1,2,5
CUST0775,7,19977.9,4.43,2024-04-26,2023-01-22,Medium Value,3,3,3,9
CUST0503,7,23048.2,4.14,2024-03-14,2023-02-07,Medium Value,3,3,3,9
CUST0490,9,23242.75,4.0,2024-06-14,2023-03-04,Medium Value,3,4,3,10
CUST0053,9,37314.3,4.11,2024-06-19,2023-03-06,Medium Value,5,4,5,14
CUST0057,5,31384.85,3.8,2024-03-18,2023-07-17,Low Value,4,1,4,9
CUST1160,9,29816.05,3.67,2024-05-12,2023-01-30,Medium Value,4,4,4,12
CUST0177,7,24275.5,4.43,2024-06-08,2023-02-17,Medium Value,3,3,3,9
CUST0687,7,22173.35,4.14,2024-02-05,2023-02-01,Medium Value,3,3,3,9
CUST0233,7,27588.55,3.86,2024-04-09,2023-02-17,Medium Value,4,3,4,11
CUST0415,9,13732.05,3.56,2024-06-18,2023-06-03,Medium Value,1,4,1,6
CUST0924,9,35557.65,3.44,2024-03-09,2023-01-28,Medium Value,4,4,4,12
CUST0446,12,47458.2,3.83,2024-06-14,2023-03-26,Medium Value,5,5,5,15
CUST1140,12,87717.35,4.0,2024-01-08,2023-01-29,Medium Value,5,5,5,15
CUST0206,7,37579.15,4.0,2024-03-24,2023-03-02,Medium Value,5,3,5,13
CUST0294,12,40037.45,3.67,2024-06-18,2023-05-10,Medium Value,5,5,5,15
CUST0705,6,20949.0,3.33,2024-06-11,2023-04-24,Medium Value,3,2,3,8
CUST0946,7,37428.25,3.86,2024-06-12,2023-01-12,Medium Value,5,3,5,13
CUST0447,7,23821.55,3.71,2024-06-18,2023-01-24,Medium Value,3,3,3,9
CUST0326,4,10420.05,3.0,2024-05-31,2023-08-25,Low Value,1,1,1,3
CUST0988,8,26317.9,3.75,2024-02-22,2023-03-24,Medium Value,4,4,4,12
CUST0745,14,46897.4,4.36,2024-03-25,2023-01-11,Medium Value,5,5,5,15
CUST1098,5,15456.75,3.4,2024-06-05,2023-03-22,Low Value,2,1,2,5
CUST0667,6,30969.25,4.0,2024-06-24,2023-01-25,Medium Value,4,2,4,10
CUST0967,9,19964.95,3.67,2024-06-01,2023-01-21,Medium Value,3,4,3,10
CUST0603,6,18507.95,3.33,2024-04-30,2023-03-09,Medium Value,2,2,2,6
CUST0022,5,11662.7,3.8,2024-04-22,2023-04-08,Low Value,1,1,1,3
CUST0158,6,22753.75,3.17,2024-04-11,2023-04-23,Medium Value,3,2,3,8
CUST0266,7,39939.35,4.14,2024-04-19,2023-03-31,Medium Value,5,3,5,13
CUST0087,6,24504.9,3.67,2024-03-07,2023-02-18,Medium Value,3,2,3,8
CUST0692,6,17025.6,4.0,2024-06-02,2023-01-25,Medium Value,2,2,2,6
CUST0592,7,66474.9,3.43,2024-03-25,2023-06-20,Medium Value,5,3,5,13
CUST0167,6,20764.7,4.67,2024-03-31,2023-03-29,Medium Value,3,2,3,8
CUST0026,4,7690.2,3.75,2024-03-01,2023-06-20,Low Value,1,1,1,3
CUST0187,6,18162.65,3.83,2024-05-03,2023-02-16,Medium Value,2,2,2,6
CUST0821,7,41495.7,3.57,2024-03-19,2023-01-11,Medium Value,5,3,5,13
CUST0107,7,15507.55,3.14,2024-06-24,2023-06-06,Medium Value,2,3,2,7
CUST0717,5,16865.9,3.4,2024-05-31,2023-09-24,Low Value,2,1,2,5
CUST0162,5,7500.3,3.4,2024-04-18,2023-06-08,Low Value,1,1,1,3
CUST0764,6,30339.7,3.17,2024-04-10,2023-04-23,Medium Value,4,2,4,10
CUST0510,4,10408.2,4.5,2023-12-07,2023-05-24,Low Value,1,1,1,3
CUST0997,5,7660.6,4.2,2024-05-24,2023-01-08,Low Value,1,1,1,3
CUST0480,5,11807.45,3.2,2024-03-23,2023-01-21,Low Value,1,1,1,3
CUST0780,9,62402.3,4.33,2024-04-20,2023-01-31,Medium Value,5,4,5,14
CUST0714,9,29616.95,3.67,2024-06-11,2023-04-25,Medium Value,4,4,4,12
CUST0673,7,45874.2,3.71,2024-06-24,2023-04-24,Medium Value,5,3,5,13
CUST0954,5,8468.4,4.2,2024-01-27,2023-03-24,Low Value,1,1,1,3
CUST0852,3,9366.95,4.33,2024-06-17,2023-02-21,Low Value,1,1,1,3
CUST0656,6,17625.25,4.5,2024-02-24,2023-01-29,Medium Value,2,2,2,6
CUST0075,11,43224.2,3.91,2024-06-04,2023-03-12,Medium Value,5,5,5,15
CUST0506,11,46195.15,3.82,2024-06-20,2023-06-04,Medium Value,5,5,5,15
CUST0318,4,7720.8,4.0,2024-03-21,2023-03-10,Low Value,1,1,1,3
CUST0497,7,58513.4,4.0,2024-05-12,2023-01-30,Medium Value,5,3,5,13
CUST0710,10,35602.65,3.6,2024-04-10,2023-01-08,Medium Value,4,5,4,13
